cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
3385,FALL,0,SLAVIC,301,"Reading and Research",,,,,,,
3385,SPRING,0,SLAVIC,301,"Reading and Research",,,,,,,
33855,FALL,0,HBTM,358,"Control of Cell Proliferation by RB/E2F",dc666c019f307012a0c89e206606fee3,,,,,,
33855,SPRING,0,HBTM,358,"Control of Cell Proliferation by RB/E2F",dc666c019f307012a0c89e206606fee3,,,,,,
3388,FALL,0,HISTSCI,300,"Direction of Doctoral Dissertations",,,,"Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.",,,
3388,SPRING,0,HISTSCI,300,"Direction of Doctoral Dissertations",,,,"Under special circumstances arrangements may be made for other instruction in guidance for doctoral dissertations.",,,
33894,FALL,0,E-PSCI,136,"Introduction to Ocean Circulation Physics",aec5b9c72386bd389d051719115e1432,"Introduction to the physical processes governing the large-scale circulation of the ocean. Emphasis on time-changing components, observational methods used, and a survey of basic methods of analysis and theory. Topics include sea level rise, oceanic heat transport changes, and smaller-scale physics.","Math or Applied Math 21a, Physics 11b, or permission of instructor. Basic knowledge of a high-level programming language such as Matlab or Mathematica.",,"Tu., Th., 10-11:30","University Museum","105 (Daly Seminar Rm)"
3391,FALL,0,GOV,3000,"Reading and Research",,,,"Requires written work of sufficient quantity and quality so that the course is equivalent to a lecture course or a seminar. Students who want supervised reading without substantial written work should take TIME-C (catalog number 8899) instead.",,,
3391,SPRING,0,GOV,3000,"Reading and Research",,,,"Requires written work of sufficient quantity and quality so that the course is equivalent to a lecture course or a seminar. Students who want supervised reading without substantial written work should take TIME-C (catalog number 8899) instead.",,,
3393,FALL,0,IMUNOL,397,"Antigen Processing and Presentation by Dendritic Cells in Autoimmunity and Cancer",331a74d7d47a6b7e7286ca6bd06869dc,,,,,,
3393,SPRING,0,IMUNOL,397,"Antigen Processing and Presentation by Dendritic Cells in Autoimmunity and Cancer",331a74d7d47a6b7e7286ca6bd06869dc,,,,,,
3396,FALL,1,AESTH&INTP,59,"Nazi Cinema: The Art and Politics of Illusion",bf4bb95444419f70901fcdc1cb2061d5,"As thinking beings we consider the limits of human potential and wonder what is the worst. The Nazis obsess us because they were masters of extremity who brought to the world unprecedented violence, destruction, and murder. They were also masters of propaganda who engineered sophisticated techniques of mass manipulation; in this endeavor cinema and modern media assumed a seminal role. Why, this course asks, were films so essential to the Hitler regime and so captivating to German audiences of the Third Reich? What explains the continuing allure of what Susan Sontag once spoke of as ""fascinating fascism""?",,"No knowledge of German required. An additional film screening will be held on Sundays, 1-3. This course, when taken for a letter grade, meets the General Education requirement for Aesthetic and Interpretive Understanding or Culture and Belief, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past. This course, when taken for a letter grade, meets the Core area requirements for Foreign Cultures or Literature and Arts B, but not both.","T., Th., at 10; film screenings W., 4-6; and a weekly section to be arranged.",,
3399,FALL,0,GOV,2490,"The Political Economy of the School",0d60e58bc45015673bb56c194d23c86e,"Identifies political and economic influences on education policy, expenditure levels, and governance. Examines classic and recent studies of selected school policies (class size, charters, vouchers, accountability, school organization, etc.), giving particular attention to research design and methodological issues as well as to theories and interpretations of institutions and processes.","Government 1368, or permission of instructor.","Background in statistics expected. Permission of instructor required for all students who are not graduate degree candidates in the FAS Department of Government. Offered jointly with the Kennedy School as HLE-348. Meets at the Kennedy School.","W., 4-6",,
33991,FALL,0,RELIGION,1551,Journeys,3a0b7c1827e5efebc50f0c8afb5cd563,"A growing number of books have appeared recently recounting personal journeys of faith &#151 faith searched for, wrestled with, lost, found, abandoned, affirmed, re-imagined, understood in new ways &#151 or any combination of these. We will read contemporary works in this genre exploring, among others, themes of religion, gender and identity. Our readings will include Sarah Sentilles, Breaking Up with God, Joanna Brooks, The Book of Mormon Girl, Sheila Weinberg, Surprisingly Happy, Tariq Ramadan, What I Believe, Chris Stedman, Faithiest, Colleen Carroll Campbell, My Sisters the Saints, and Lauren Winner, Still: Notes on a Mid-Faith Crisis.",,"Offered jointly with the Divinity School as 3107.","Th., 2-4","[HDS] Rockefllr Hall",117
34022,FALL,1,CELTIC,118,"The Gaelic World: 12th Century to 17th Century",,"An introduction to the history and culture of Gaelic Scotland and Ireland, with particular attention to contemporary sources, including Gaelic literary sources.",,"All readings in English translation.","M., W., (F.), at 11",,
34028,FALL,0,LITER,132,"Disability Studies",e23d103e4569abae053b4255d84f6b4c,"From stumbling Oedipus to stammering Moses and stuttering Edward the Sixth, we consider how bodily and verbal paralysis informs literary and philosophical texts. Attention to cinema, sign language, visual arts, and the rise of disability studies in the arts.",,,"W., 3-5","Dana Palmer House","103 (Meeting Room)"
3405,SPRING,0,SWEDISH,Bbr,"Special Topics in Swedish Literature and Culture: ""Det ar jag som ar Doden"": Death in Swedish Fiction",dcbc067cb27478a7d52da07eca6e9b75,"Swedish culture sometimes has a reputation of being gloomy and centred on death, a notion which has not lessened with the increasing interest in Scandinavian crime fiction. Focusing on contemporary horror and crime fiction, this course examines how death is used in some of Sweden's most popular literature. The course also introduces some classic poetry and film on the subject.","Swedish Ba or equivalent.","Conducted in Swedish.","M., W., 12 and M., 1","Barker Center","359 (Nebel Room)"
3406,SPRING,0,CHEM,135,"Experimental Synthetic Chemistry",78a434638462602c66f8a1f0f2bc74ab,"An introduction to experimental problems encountered in the synthesis, isolation, purification, characterization, and identification of inorganic and organic compounds. Student work on projects in chemical synthesis, encouraging technical proficiency and simulating actual research.",,"Preference given to concentrators in Chemistry. Recommended as an efficient preparation for research in experimental inorganic and organic chemistry and related sciences such as biochemistry and pharmacology. Normally follows Chemistry 27 or 30 and is strongly recommended as preparation for Chemistry 98r and 99r.","Lecture: M., 1&#8211;3. Lab -- 8-16 hours per week: Tu., W., or Th., 12-8, or Sat., 10-8, beginning fourth week of the term",,
3410,SPRING,0,PHIL,156,"Philosophy of Mind",bae62b5b727c2ca2e10f3e5354162add,"The mind-body problem and proposed solutions to it, including dualism, behaviorism, identity theories, and functionalism. Theories of consciousness, subjective experience, and the mind's representation of the world.",,,"Tu., Th., at 12","Emerson Hall",104
3411,SPRING,0,COMPSCI,51,"Introduction to Computer Science II","bbd35eb5b58b0cd137d9f651621fc522,f53a190322d756affba4b113b9b2bb5b","Abstraction and design in computation. Topics include functional and object-oriented styles of programming, software engineering in the small, and models of computation. Our main goal is to understand how to design large programs to make them readable, maintainable, elegant, and efficient. Exercises in OCaml.","Computer Science 50 or equivalent.",,"Tu., Th., 1-2:30, and an additional 90-minute section to be arranged","Science Center"," C"
3418,SPRING,1,LITER,166,"The Comic Tradition in Jewish Culture",76f43c5d4730d3f254d4b8cdd592f6a4,"Jews are probably best known in America today for their roles in the Holocaust and in Humor. What, if anything, is the relation between these spheres? Does Jewish humor make fun of the Jews, or does it make fun of those who make fun of the Jews? Studies some of the theories and uses of Jewish humor, some of its leading practitioners and outstanding works. Invites comparison with other comic traditions and investigation of ""national"" humor.",,"Readers of Yiddish may take this course as Yiddish 200. This course, when taken for a letter grade, meets the Core area requirement for Literature and Arts A.","Hours to be arranged",,
3420,FALL,0,CHEM,160,"Quantum Chemistry",eea607f04678ffae277c1e4b4f216b83,"An introduction to the quantum theory of structure of matter and the tools of computational chemistry. The course topics include the principles of quantum mechanics, the electronic structure of atoms and molecules, and the theory of atomic and molecular spectra. Methods of computational chemistry are introduced and applied throughout the course.","Applied Mathematics 21a and 21b, Mathematics 21a and 21b, or equivalent preparation in calculus and differential equations; Physical Sciences 1 or equivalent preparation in chemical bonding and fundamental principles; Physical Sciences 2 or Physics 11a, and Physical Sciences 3 or Physics 11b.",,"Tu., Th., 11:30-1",Mallinckrodt,"Pfizer Lecture Hall (MB23)"
3424,FALL,0,HIST,3010,"Reading and Research",,"Instructors listed above under History 3010 supervise individual work in preparation for the General Examination for the PhD degree.",,"Limited to candidates for the PhD who are in residence, who have been for a year in residence, and who are in good standing in the Graduate School. May ordinarily be taken only in preparation for a field (or fields) to be examined on the General Examination. May not be counted toward the AM degree except by permission of the Department.",,,
3424,SPRING,0,HIST,3010,"Reading and Research",,"Instructors listed above under History 3010 supervise individual work in preparation for the General Examination for the PhD degree.",,"Limited to candidates for the PhD who are in residence, who have been for a year in residence, and who are in good standing in the Graduate School. May ordinarily be taken only in preparation for a field (or fields) to be examined on the General Examination. May not be counted toward the AM degree except by permission of the Department.",,,
3426,SPRING,1,AFRAMER,128,"Black Nationalism",ab311be3659dbd44828e4a4892a586e1,"Critically examines the family of African American social philosophies generally classified under the broad rubric ""black nationalism."" Topics to be explored include the meaning of black collective self-determination; the relationship between black identity and black solidarity; and the significance of Africa for black nationalist ideals. Authors to be discussed include Martin Delany, Alexander Crummell, Edward Blyden, W.E.B. Du Bois, Marcus Garvey, Elijah Muhammad, Malcolm X, Stokely Carmichael, Huey Newton, and some contemporary representatives of the tradition.",,,"Tu., 2-4",,
34276,SPRING,1,COMPLIT,242,"Text, Image, Public Sphere",895b4c00348936263bc709cf04132356,"The course examines relationship between verbal and visual communication in public realm through the analysis of literature, film, photography, architecture and public art. Focus on the new public media and on aesthetic and politics of the visual culture.",,"Open to qualified undergraduates and GSD students","Hours to be arranged",,
3428,FALL,0,LING,220ar,"Advanced Indo-European",7fc3a8f9e1f2f186aae77dee6082d010,"Topics in Indo-European comparative grammar. Conducted as a seminar.",,,"Th., 3-5","Boylston Hall",303
34305,FALL,1,AFRAMER,104x,"Gender and Sexuality in Black Atlantic Religions",cc524482c79a6d31d161cbf9ef59742b,"Students will be introduced to the complexities of Black Atlantic religious practices and experiences through a critical engagement with questions of gender and sexuality. We will examine the production of masculinities, femininities, moral and ethical selves, queer and transgendered bodies, and racialized subjects within differently situated religious and spiritual practices. The course will primarily focus on Haitian Vodun, Brazilian Candomble, Cuban Santeria and Palo Mayombe, as well as others.",,"Expected to be given in 2013-14. Offered jointly with Divinity School as HDS 2738.","Tu., Th., 11:30-1",,
3434,SPRING,1,PSY,2670b,"Decision Making and the Psychology of Possibility II",6706c0eda411349f18e7f303e736f8d6,"A deeper exploration into the theoretical and experimental issues pertaining to decision making and the psychology of possibility, raised in Psychology 2670a.","Psychology 2670a.","Open to qualified undergraduates.","Hours to be arranged",,
34351,SPRING,0,RELIGION,2800,"Sources and Methods for Research in Islamic Studies",249453463f8853b7c321c19f0e168694,"A hands-on introduction to the source material necessary for research in Islamic studies.","Advanced reading competence in Arabic.","May only be taken for a letter grade. Not open to auditors.","M., 4-6:30","Barker Center","403 (Finnegan Room)"
3436,FALL,0,ECON,3450hf,"The Public Economics and Fiscal Policy Seminar","2385b7a6f221e630e40d2444a5fbbaa7,7fe9fbd135ba8120a51f4925ddd15100,93f3b94977188309fb701159f26346dc,bbd786b149e2008191ae8eb37a3e82ba","Invited speakers present theoretical and empirical research on a broad range of topics related to the design of government policy.",,,,"Littauer Center",M-16
3436,SPRING,0,ECON,3450hf,"The Public Economics and Fiscal Policy Seminar","2385b7a6f221e630e40d2444a5fbbaa7,7fe9fbd135ba8120a51f4925ddd15100,93f3b94977188309fb701159f26346dc,bbd786b149e2008191ae8eb37a3e82ba","Invited speakers present theoretical and empirical research on a broad range of topics related to the design of government policy.",,,,,
34366,SPRING,0,RELIGION,25,"Introduction to Judaism",cdea9c09652dce9e8c3ea51ac0a9aac4,"An introduction to the Jewish religious tradition, from its inception in biblical Israel though its rabbinic, medieval, and modern iterations, with a focus on central theological claims and religious practices. Readings concentrate on classical sources and their various modes of interpretation but also include modern restatements, reformulations, and critiques of tradition.",,"Open only to undergraduates.","Tu., Th., 11:30-1","Sever Hall",202
3437,FALL,1,NEUROBIO,101hfa,"Novel Therapeutics in the Central Nervous System",202d8c48b23dc38f395b4a072d8cf530,"Recent advances have elucidated new non-traditional molecular signaling pathways involved in many disorders and injury paradigms in the CNS. This seminar will focus on examining novel targets and 'outside the box' approaches to treat CNS disorders such as Alzheimer's, Spinal Cord Injury, and Multiple Sclerosis. To do this we will examine primary and clinical literature and explore drug design strategies.","Life and Physical Sciences A or Life Sciences 1a, MCB 80, and permission of the instructor.",,"W., 4:30-6",,
3437,SPRING,1,NEUROBIO,101hfa,"Novel Therapeutics in the Central Nervous System",202d8c48b23dc38f395b4a072d8cf530,"Recent advances have elucidated new non-traditional molecular signaling pathways involved in many disorders and injury paradigms in the CNS. This seminar will focus on examining novel targets and 'outside the box' approaches to treat CNS disorders such as Alzheimer's, Spinal Cord Injury, and Multiple Sclerosis. To do this we will examine primary and clinical literature and explore drug design strategies.","Life and Physical Sciences A or Life Sciences 1a, MCB 80, and permission of the instructor.",,"W., 4:30-6",,
3442,FALL,0,SWAHILI,B,"Intermediate Swahili",8991604883a4ca2601298f8ea013b389,"Continuation of Swahili A. A study of the lingua franca of East Africa at the elementary level. Contact hours supplemented by language lab sessions. Emphasis on written expression, reading comprehension, and oral fluency.","Swahili A or the equivalent of one year's study of Swahili.","Not open to auditors.","Fall: M., W., at 4; M., W., F., at 3",,
3442,SPRING,0,SWAHILI,B,"Intermediate Swahili",8991604883a4ca2601298f8ea013b389,"Continuation of Swahili A. A study of the lingua franca of East Africa at the elementary level. Contact hours supplemented by language lab sessions. Emphasis on written expression, reading comprehension, and oral fluency.","Swahili A or the equivalent of one year's study of Swahili.","Not open to auditors.","Fall: M., W., at 4; M., W., F., at 3",,
34432,FALL,0,SOC-STD,98nb,"Inequality and Social Mobility in America",a0b22b292e430128842e0070ced4b331,"The United States is currently experiencing high levels of income and wealth inequality and comparatively low levels of social mobility. This course will ask why this is and what, if anything, should be done about it. We will consider both social and individual explanations for inequality and social mobility, and we will examine efforts to increase mobility through educational and legal means.",,"This course will be lotteried.","W., 1:30-3:30",,
34452,FALL,0,OEB,373,"Plant Population Biology",25f26f1ca0e453ce2ed25d918455e1e3,,,,,,
34452,SPRING,0,OEB,373,"Plant Population Biology",25f26f1ca0e453ce2ed25d918455e1e3,,,,,,
34461,FALL,1,MODMIDEAST,120,"The Arab Revolutions: popular uprisings and political transformations",e6948c0967ee2cd544963b4bed2aad8d,"Examines the causes of the 2010-2011 Arab uprisings, the subsequent political transformations in the Middle East and North Africa and the prospects for democratic transitions.",,,"W., 1&#8211;3;",,
3447,SPRING,0,HIST,1063,"America and Vietnam: 1945-1975","7838a4a3e347975aabd79881a919028a,f8649cdb68955a28e2bfc520deb4ba77","Examines modern conflicts in Vietnam and their implications for the US from 1945-75, from both Vietnamese and American perspectives. Seeks to provide an understanding of the complexity of the war and the ethical dilemmas it raised by examining issues ranging from the power-politics assumptions of decision makers to the personal experiences of those caught in the war. Covers both background and consequences of the war, but the main focus is on the 30-year period during which the fortunes of America and Vietnam became intertwined.",,"This course, when taken for a letter grade, meets the Core area requirement for Historical Study B.","M., W., (F.), at 11",CGIS-Knafel,K-354
34481,SPRING,0,EXPOS,20.021,"Representations of American Democracy and Government",bb35b75883fdb5a463017bbb572976ef,"Beyond the abstraction of American democracy as government of, by and for the people, what can we glean about our definitions of American governance from historical and artistic representations of it? This course will examine what US democracy looks like when brought to life in campaign commercials, in the architecture of government buildings, and in conspiracy films. We will ask how these works shape our understanding of the possibilities and constraints of democratic action.",,,"Tu., Th., at 1","Robinson Hall",105
34485,FALL,0,ANTHRO,1923,"Japan's 2011 Disasters and Their Aftermath: A workshop on digital research","77ffed0ff6ba63862f7a3bd6b3205e91,b3c9d6fd5652472791118e19cac39b84","This course explores the historical and ethnographic contexts of Japan's compound disasters of March 2011. As people sought to survive and make sense of the disasters, social media as well as photos, videos and websites played critical roles. We examine the role of these records, using a participatory digital archive developed at Harvard. Student teams will develop research questions, collect digital material, and create multimedia narratives. Students will complement their research with study of responses to similar gloabal events as well as critical reflection on digital scholarship and the emerging practice of ""crisis archiving.""",,"This course is also offered in the History Department as History 1923.","W., 2-5",,
3449,FALL,0,BCMP,314,"Protein NMR Spectroscopy of Membrane Protein",23c96eca59f65865c11e1f463eeb16a0,,,,,,
3449,SPRING,0,BCMP,314,"Protein NMR Spectroscopy of Membrane Protein",23c96eca59f65865c11e1f463eeb16a0,,,,,,
3451,FALL,0,STAT,135,"Statistical Computing Software",cf85ec3e43533e52dc0e8e8a546a3c1e,"An introduction to major statistics packages used in academics and industry (SAS and R). Will discuss data entry and manipulation, implementing standard analyses and graphics, exploratory data analysis, simulation-based methods, and new programming methods.","Statistics 110 and 139 (may be taken concurrently) or with permission of instructor.",,"M., W., F., at 10","Science Center",B09
34527,SPRING,0,SOC-STD,98od,"Politics, Law, and Governance in the Middle East",fcf7637ec1ca39fb05811d791baece73,"The first objective of this course is to give students a deeper understanding of political transition in the Middle East. The second is to prepare students for research on law, politics, and governance in the Middle East or other transitional regimes. Topics may include: why authoritarianism fails, why democratic transitions succeed, the relationship between Islam and democracy, and how constitutional and legal processes promote democracy and stability.",,"This course will be lotteried.","Hours to be arranged",,
3453,FALL,0,BCMP,339,"Regulation of the Cellular Uptake of Macromolecular Nutrients",03a7dfdfa85656390066dae47c45085c,,,,,,
3453,SPRING,0,BCMP,339,"Regulation of the Cellular Uptake of Macromolecular Nutrients",03a7dfdfa85656390066dae47c45085c,,,,,,
3454,FALL,0,ANTHRO,3000,"Reading Course",,"Special reading in selected topics under the direction of members of the Department.",,"Consult the appropriate member of the Department.",,,
3454,SPRING,0,ANTHRO,3000,"Reading Course",,"Special reading in selected topics under the direction of members of the Department.",,"Consult the appropriate member of the Department.",,,
3456,SPRING,1,SOCIOL,160,"Medicine, Health Policy and Bioethics in Comparative and Global Perspective: Conference Course",04ea9f8b2e18c70f2f7d25d053e3cc9f,"Complements Sociology 162. Examines the culture and political economy of biomedicine and health care institutions in the US and internationally. Analysis of current debates on medical education and the new professionalism; clinical narratives, the medical imaginary and the biotechnical embrace; cultural diversity, disparities and inequalities in medical and mental health care; medical error and quality of care; just use of societal resources; and bioethical dilemmas in clinical practice, medical missions and interventions, and international research and health policies.",,,"W., 1-3",,
3457,FALL,0,CLASSIC,301,"Reading or Topics Course",,,,"For graduate students whose individual needs are not met by the formal courses offered.",,,
3457,SPRING,0,CLASSIC,301,"Reading or Topics Course",,,,"For graduate students whose individual needs are not met by the formal courses offered.",,,
3459,SPRING,0,CHEMBIO,2200,"Introduction to Chemical Biology","a936179d342bcba34f72da8d484a081b,ff9437ec0621917d6f86a4da85a221c4","This course will provide a survey of major topics, technologies, and themes in Chemical Biology, with hands-on exposure to a variety of experimental approaches.",,"Intended for first-year graduate students in the Chemical Biology Program; permission of the instructor required for all others.","M., through F., 9am - 5pm (January 7-18, 2013)",,
34608,FALL,0,SOC-STD,98mi,"Migration in Theory and Practice",6f0554df3dfb09b69b0b0b3947e9b1e0,"In this course, we will examine how and why people migrate from one location to another, focusing both on the theoretical paradigms scholars use to explain migration processes as well as on the individual experiences of migrants. Topics include transnationalism, diaspora, identity formation, integration and assimilation, citizenship claims, and the feminization of migration. Ethnographic readings focus primarily on migration to the US, but also include cases from other world areas, most notably Asia.",,"This course will be lotteried.","Tu., 1-3","Memorial Hall",303
3461,FALL,0,COMPSCI,61,"Systems Programming and Machine Organization",cdf8bf39a49c70d6218dd80cd27b715b,"Fundamentals of computer systems programming, machine organization, and performance tuning. This course provides a solid background in systems programming and a deep understanding of low-level machine organization and design. Topics include C and assembly language programming, program optimization, memory hierarchy and caching, virtual memory and dynamic memory management, concurrency, threads, and synchronization.","CS50 or some experience programming in C.",,"Tu., Th., 2:30-4","Northwest Building",B103
3463,FALL,0,ANTHRO,3100,"Old World Archaeology (Europe, Asia, and Africa)","25c1348fb8732e00e42536065bea5c9f,3191d88825175d2767ab2f1f7afaf480,6679bedcbc1a435d3efd2ee66adb63d3",,,,,,
3463,SPRING,0,ANTHRO,3100,"Old World Archaeology (Europe, Asia, and Africa)","25c1348fb8732e00e42536065bea5c9f,3191d88825175d2767ab2f1f7afaf480,6679bedcbc1a435d3efd2ee66adb63d3",,,,,,
34637,FALL,1,ANTHRO,1682,"Gangsters and Troublesome Populations",19d9cdd40b32d9fde520ebafc0fd3968,"The term ""gang"" has been used to describe all kinds of collectives, from well-dressed mobsters to petty criminals to juvenile delinquents. About the only thing that has remained consistent about gangs is their characterization as the internal Other. This class will investigate how the category of ""the gang"" serves to provoke discourses of ""dangerous"" subjects in urban enclaves. More broadly, we will examine the methods and means by which liberal democratic governments maintain their sovereign integrity through the containment of threatening populations.",,,"W., 2-4",,
3470,FALL,0,HIST,2886,"Topics in Islamic History: Seminar",31e6f9722c321486ab4018a1624d3aea,"Topic to be announced.",,,"Hours to be arranged",,
34704,SPRING,0,DRAMA,137,"The Art of Scenography: 20th and 21st Century Directorial Concepts and Set Design",770070fa115b947cf92c8e36a25ea498,"In this course, students will study the work of the great 20th and 21st century auteur directors and set designers. Students will explore a range of artistic movements including Constructivism, Futurism and Dada, and discuss how the theater became a place to experiment with the concepts and discoveries of these movements. Examining primary source materials in the Harvard Theatre Collection, students will research the work of artists including Gordon Craig, Richard Wagner, Leon Bakst, Pablo Picasso, Konstantin Stanislavsky and Vsevolod Meyerhold. The course will also focus on the work of such contemporary directors and designers as Robert Wilson, George Tsypin, and Robert Lepage.",,,"W., 10-12","Grays Hall",5
34715,SPRING,0,EXPOS,20.156,Resistance,b3f1e176711ac6acc2566ece5ff622cf,"What constitutes an act of resistance? What role do individual beliefs, collective action, art and literature have in protest movements? What can the study of dissent teach us about the past and about the world we live in today? This course will explore these questions through case studies drawn from contemporary politics and culture, the apartheid era in South Africa, and Harvard history.",,,"Tu., Th., at 10","Memorial Hall",302
3472,FALL,0,MICROBI,324,"Bacterial Pathogenesis and Vaccine Development",4b3b09b30126fd52ac5cfce2c40d002b,,,,,,
3472,SPRING,0,MICROBI,324,"Bacterial Pathogenesis and Vaccine Development",4b3b09b30126fd52ac5cfce2c40d002b,,,,,,
34764,SPRING,1,SOCIOL,234,"Ethnographic Fieldwork",604799b1c7f879e23e28875987b5c210,"This seminar is about the practice, politics, and poetics of ethnographic fieldwork--the method of immersing oneself into people's daily routines and systematically recording social processes as they unfold in real time. Along with engaging with several classic and contemporary texts, participants will collect, analyze, and argue with ethnographic data.",,,"Th., 12-2",,
3477,FALL,0,VES,153br,"Intermediate Animation Workshop: Studio Course",5129580f56c96835f723b5918b802955,"This course offers returning animators a chance to extend and deepen skills and understanding of animation and to make a more substantial piece of work, alongside introductory level students who will learn some basic tools of animation. Additional exercises encourage students to challenge themselves and explore a range of creative possibilities.","This course welcomes both introductory level and intermediate level students.","This course has an additional weekly film screening, Friday, 1-3 pm.","Tu., 1-5, and weekly film screenings F., 1-3.",,
3477,SPRING,0,VES,153br,"Intermediate Animation Workshop: Studio Course",5129580f56c96835f723b5918b802955,"This course offers returning animators a chance to extend and deepen skills and understanding of animation and to make a more substantial piece of work, alongside introductory level students who will learn some basic tools of animation. Additional exercises encourage students to challenge themselves and explore a range of creative possibilities.","This course welcomes both introductory level and intermediate level students.","This course has an additional weekly film screening, Friday, 1-3 pm.","Tu., 1-5, and weekly film screenings F., 1-3.",,
34777,SPRING,0,EXPOS,20.247,"American Criminals",3c64e27e7baf5b79d775c07dd3bd2d00,,,,"Tu., Th., at 2","Memorial Hall",030
3480,SPRING,1,RUSS,116,Stylistics,,"Examines different styles, identifies features in texts of different kinds, and interprets passages in literary texts used for stylistic effect. Writing exercises will focus on neutral style, vocabulary development, and phrasing. Intended for students who need a practical command of style and register in reading, speaking, and writing.",,,"Hours to be arranged",,
34813,FALL,0,EXPOS,10.008,"Introduction to Expository Writing",cbc0608d6e56aa0c1b3281c16e205e4d,"A rigorous, intensive elective that helps students prepare for the demands of college writing. In small classes, students work closely with instructors on developing and organizing ideas, analyzing sources, and writing clear, engaging essays. Students also meet frequently in individual conferences with instructors to discuss their work. Assignments are based on sources from a range of disciplines and genres.",,,"M., W., at 10","Memorial Hall",028
3483,FALL,0,VIROLOGY,312,"Molecular Biology of Epstein Barr Virus infection and Transformation of B Lymphocytes",c4550208075aa4721ba5045da3affc70,,,,,,
3483,SPRING,0,VIROLOGY,312,"Molecular Biology of Epstein Barr Virus infection and Transformation of B Lymphocytes",c4550208075aa4721ba5045da3affc70,,,,,,
3485,FALL,0,COMPSCI,357,"Computational Complexity, Cryptography, and Pseudorandomness",ba6f67cdb84f203cc4d6c531b5629fbe,,,,,,
3485,SPRING,0,COMPSCI,357,"Computational Complexity, Cryptography, and Pseudorandomness",ba6f67cdb84f203cc4d6c531b5629fbe,,,,,,
3488,SPRING,1,STAT,245,"Statistics and Litigation",b12a0ca3dcc4cbe360c65843d36555d7,"Interaction between quantitative methods and law. Teaming with law students: analyze data, prepare expert reports, and give testimony. Learn how to communicate with and present results to untrained but intelligent users, and to defend conclusions.","Basic knowledge of R programming and a graduate course in data analysis, such as Statistics 220, Economics 2120, or a 2000-level quantitative Government course. No knowledge of legal issues is presumed.",,"Hours to be arranged",,
3490,SPRING,0,ENG-SCI,173,"Introduction to Electronic and Photonic Devices","4957eba63a522ca84a48993ff9788894,7cd5baed2828cda7ee8ada0421882526","This course will focus on physical principles underlying semiconductor devices: electrons and holes in semiconductors , energies and bandgaps, transport properties of electrons and holes, p-n junctions, transistors, light emitting diodes, lasers, solar cells and thermoelectric devices.","Physics 11a and b, or Physics 15a and b or equivalent (mechanics; electromagnetism); undergraduate level quantum mechanics highly useful, but not required.",,"Tu., Th., 1-2:30","Maxwell Dworkin",221
34911,SPRING,0,CULTR&BLF,33,"Introduction to the Study of East Asian Religions",1d12f779bc616abbcc8baf74d8a4a52b,"This course provides an introduction to the study of East Asian religions. It covers the development of Buddhism, Daoism, Confucianism and Shinto. It is not a comprehensive survey, but is designed around major conceptual themes, such as ritual, image veneration, mysticism, meditation, death, and category formation in the study of religion. The emphasis throughout the course is on the hermeneutic difficulties attendant upon the study of religion in general, and East Asian religions in particular.",,"Offered jointly with the Divinity School as 3010. This course, when taken for a letter grade, meets the General Education requirement for Culture and Belief or Societies of the World, but not both. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past. This course, when taken for a letter grade, meets the Core area requirement for Literature and Arts C.","Tu., Th., 10-11:30, and a weekly section to be arranged","Boylston Hall","110 (Fong Auditorium)"
3493,FALL,0,ECON,3005,"Reading and Research",,"Individual work or work in small groups (with a professor or lecturer in residence) in preparation for the general examination for the PhD degree, or work on special topics not included in course offerings.",,,,,
3493,SPRING,0,ECON,3005,"Reading and Research",,"Individual work or work in small groups (with a professor or lecturer in residence) in preparation for the general examination for the PhD degree, or work on special topics not included in course offerings.",,,,,
3496,FALL,0,ARMENST,105,"Survey of 19th and 20th Century Armenian Poetry: From Romantics to Revolutionaries",95ed776220db78d4fb2a6074cb6620b6,"A survey of the great innovators and visionaries: Bedros Tourian, Misak Medzarents, Yeghia Demirjibashian, Daniel Varouzhan, Siamanto, Vahan Teryan, Yeghishe Charents, and their English, Russian, and French colleagues and translators. The course spans the fateful epoch from the mid-19th century to the aftermath of the Russian Revolution.",,"Knowledge of Armenian preferred but not required.","W., 3:30-5:30","Semitic Museum",306
34968,SPRING,0,GOV,94sz,"Rights in Conflict",6800c705570ba59338a5bd3eb5e42203,"This course examines American political controversies in which at least one side makes a claim on the basis of rights: demands made, for example, in the name of property rights, First Amendment rights, and the right to vote as well as rights-based assertions by the disabled. Throughout we ask who enjoys which rights and inquire why political controversies in America so often engage rights conflicts and whether it makes a difference that they do.",,,"Tu., 2-4","Sever Hall",112
34969,FALL,0,IMUNOL,372,"Immunopathogenesis & regulation of immune response in EAE",955907478a1473bfee072fd7ada0d089,,,,,,
34969,SPRING,0,IMUNOL,372,"Immunopathogenesis & regulation of immune response in EAE",955907478a1473bfee072fd7ada0d089,,,,,,
